"Time","Value (°C)"
"2019/01/19 01:30:00","13.7725"
"2019/01/19 01:25:00","13.9104"
"2019/01/19 01:20:00","13.927"
"2019/01/19 01:15:00","13.9665"
"2019/01/19 01:10:00","13.9094"
"2019/01/19 01:05:00","13.884"
"2019/01/19 01:00:00","13.7394"
"2019/01/19 00:55:00","13.7342"
"2019/01/19 00:50:00","13.715"
"2019/01/19 00:45:00","13.715"
"2019/01/19 00:40:00","13.774"
"2019/01/19 00:35:00","13.8457"
"2019/01/19 00:30:00","13.9104"
"2019/01/19 00:25:00","13.8127"
"2019/01/19 00:20:00","13.7577"
"2019/01/19 00:15:00","13.7297"
"2019/01/19 00:10:00","13.6662"
"2019/01/19 00:05:00","13.7379"
"2019/01/19 00:00:00","13.7394"
"2019/01/18 23:55:00","13.7639"
"2019/01/18 23:50:00","13.8033"
"2019/01/18 23:45:00","13.8918"
"2019/01/18 23:40:00","13.9348"
"2019/01/18 23:35:00","13.9348"
"2019/01/18 23:30:00","14.0256"
"2019/01/18 23:25:00","14.0569"
"2019/01/18 23:20:00","14.011"
"2019/01/18 23:15:00","14.0569"
"2019/01/18 23:10:00","14.1057"
"2019/01/18 23:05:00","14.0562"
"2019/01/18 23:00:00","14.0815"
"2019/01/18 22:55:00","14.1148"
"2019/01/18 22:50:00","14.1155"
"2019/01/18 22:45:00","14.0911"
"2019/01/18 22:40:00","14.1057"
"2019/01/18 22:35:00","14.1546"
"2019/01/18 22:30:00","14.1009"
"2019/01/18 22:25:00","14.1009"
"2019/01/18 22:20:00","14.1385"
"2019/01/18 22:15:00","14.1334"
"2019/01/18 22:10:00","14.1192"
"2019/01/18 22:05:00","14.0969"
