"Time","Value (%)"
"2019/01/29 14:05:00","39.1683"
"2019/01/29 14:05:00","39.1682549"
"2019/01/29 14:00:00","38.3532"
"2019/01/29 14:00:00","38.3531532"
"2019/01/29 13:55:00","38.4845"
"2019/01/29 13:55:00","38.4844933"
"2019/01/29 13:50:00","38.8264"
"2019/01/29 13:50:00","38.8263741"
"2019/01/29 13:45:00","38.9729"
"2019/01/29 13:45:00","38.9728928"
"2019/01/29 13:40:00","38.1999"
"2019/01/29 13:40:00","38.1998787"
"2019/01/29 13:35:00","38.4357"
"2019/01/29 13:35:00","38.4356537"
"2019/01/29 13:30:00","38.7287"
"2019/01/29 13:30:00","38.7286949"
"2019/01/29 13:25:00","38.4963"
"2019/01/29 13:25:00","38.4962959"
"2019/01/29 13:20:00","38.0694"
"2019/01/29 13:20:00","38.069355"
"2019/01/29 13:15:00","38.4845"
"2019/01/29 13:15:00","38.4844933"
"2019/01/29 13:10:00","38.7452"
"2019/01/29 13:10:00","38.7452469"
"2019/01/29 13:05:00","38.4357"
"2019/01/29 13:05:00","38.4356537"
"2019/01/29 13:00:00","37.9961"
"2019/01/29 13:00:00","37.9960938"
"2019/01/29 12:55:00","38.4562"
"2019/01/29 12:55:00","38.4561882"
"2019/01/29 12:50:00","38.9241"
"2019/01/29 12:50:00","38.9240532"
"2019/01/29 12:45:00","38.3601"
"2019/01/29 12:45:00","38.3600502"
"2019/01/29 12:40:00","38.0938"
"2019/01/29 12:40:00","38.0937729"
"2019/01/29 12:35:00","38.4357"
"2019/01/29 12:35:00","38.4356537"
"2019/01/29 12:30:00","38.7197"
"2019/01/29 12:30:00","38.7197304"
"2019/01/29 12:25:00","38.0965"
"2019/01/29 12:25:00","38.0964622"
"2019/01/29 12:20:00","37.9717"
"2019/01/29 12:20:00","37.9716759"
"2019/01/29 12:15:00","38.318"
"2019/01/29 12:15:00","38.3179779"
"2019/01/29 12:10:00","38.6066"
"2019/01/29 12:10:00","38.6065941"
"2019/01/29 12:05:00","38.2403"
"2019/01/29 12:05:00","38.2402916"
"2019/01/29 12:00:00","37.9717"
"2019/01/29 12:00:00","37.9716759"
"2019/01/29 11:55:00","38.2647"
"2019/01/29 11:55:00","38.2647133"
"2019/01/29 11:50:00","38.5266"
"2019/01/29 11:50:00","38.5265732"
"2019/01/29 11:45:00","38.0205"
"2019/01/29 11:45:00","38.0205154"
"2019/01/29 11:40:00","37.7545"
