"Time","Value (°C)"
"2019/01/30 01:55:00","21.9352856"
"2019/01/30 01:50:00","21.9304"
"2019/01/30 01:50:00","21.9304028"
"2019/01/30 01:45:00","21.9599"
"2019/01/30 01:45:00","21.9599419"
"2019/01/30 01:40:00","21.9744"
"2019/01/30 01:40:00","21.9743595"
"2019/01/30 01:35:00","22.004"
"2019/01/30 01:35:00","22.0040054"
"2019/01/30 01:30:00","21.9753"
"2019/01/30 01:30:00","21.9753361"
"2019/01/30 01:25:00","21.9832"
"2019/01/30 01:25:00","21.9831505"
"2019/01/30 01:20:00","21.9856"
"2019/01/30 01:20:00","21.9855652"
"2019/01/30 01:15:00","21.9646"
"2019/01/30 01:15:00","21.9645901"
"2019/01/30 01:10:00","21.9353"
"2019/01/30 01:10:00","21.9353256"
"2019/01/30 01:05:00","21.9185"
"2019/01/30 01:05:00","21.9184875"
"2019/01/30 01:00:00","21.9241"
"2019/01/30 01:00:00","21.924139"
"2019/01/30 00:55:00","21.9353"
"2019/01/30 00:55:00","21.9352856"
"2019/01/30 00:50:00","21.9276"
"2019/01/30 00:50:00","21.9275513"
"2019/01/30 00:45:00","21.9792"
"2019/01/30 00:45:00","21.9792442"
"2019/01/30 00:40:00","21.9723"
"2019/01/30 00:40:00","21.9722996"
"2019/01/30 00:35:00","21.973"
"2019/01/30 00:35:00","21.973032"
"2019/01/30 00:30:00","22.0085"
"2019/01/30 00:30:00","22.0085468"
"2019/01/30 00:25:00","22.0037"
"2019/01/30 00:25:00","22.003664"
"2019/01/30 00:20:00","22.0142"
"2019/01/30 00:20:00","22.0142136"
"2019/01/30 00:15:00","21.9943"
"2019/01/30 00:15:00","21.9942856"
"2019/01/30 00:10:00","21.9841"
"2019/01/30 00:10:00","21.984129"
"2019/01/30 00:05:00","21.9673"
"2019/01/30 00:05:00","21.9673481"
"2019/01/30 00:00:00","21.9697"
"2019/01/30 00:00:00","21.9696693"
"2019/01/29 23:55:00","21.9706"
"2019/01/29 23:55:00","21.9706459"
"2019/01/29 23:50:00","21.9576"
"2019/01/29 23:50:00","21.9575577"
"2019/01/29 23:45:00","21.9353"
"2019/01/29 23:45:00","21.9352856"
"2019/01/29 23:40:00","21.9499"
"2019/01/29 23:40:00","21.9499378"
"2019/01/29 23:35:00","21.9551"
"2019/01/29 23:35:00","21.9550648"
"2019/01/29 23:30:00","21.9236"
"2019/01/29 23:30:00","21.9235649"
"2019/01/29 23:25:00","21.9109"
"2019/01/29 23:25:00","21.9108677"
"2019/01/29 23:20:00","21.9353"
"2019/01/29 23:20:00","21.9352856"
"2019/01/29 23:15:00","21.9011"
"2019/01/29 23:15:00","21.9010983"
"2019/01/29 23:10:00","21.8552"
"2019/01/29 23:10:00","21.8551884"
"2019/01/29 23:05:00","21.8095"
"2019/01/29 23:05:00","21.8094749"
"2019/01/29 23:00:00","21.7302"
"2019/01/29 23:00:00","21.7301598"
"2019/01/29 22:55:00","21.7638"
"2019/01/29 22:55:00","21.7637615"
"2019/01/29 22:50:00","21.786"
"2019/01/29 22:50:00","21.7860317"
"2019/01/29 22:45:00","21.8864"
"2019/01/29 22:45:00","21.8864479"
"2019/01/29 22:40:00","21.9092"
"2019/01/29 22:40:00","21.9092102"
"2019/01/29 22:35:00","21.8972"
"2019/01/29 22:35:00","21.8972321"
"2019/01/29 22:30:00","21.9109"
"2019/01/29 22:30:00","21.9108677"
"2019/01/29 22:25:00","21.8972"
"2019/01/29 22:25:00","21.897192"
"2019/01/29 22:20:00","21.9353"
"2019/01/29 22:20:00","21.9352856"
"2019/01/29 22:15:00","21.9052"
"2019/01/29 22:15:00","21.905201"
"2019/01/29 22:10:00","21.9154"
"2019/01/29 22:10:00","21.9153862"
"2019/01/29 22:05:00","21.9441"
"2019/01/29 22:05:00","21.9440765"
"2019/01/29 22:00:00","21.9681"
"2019/01/29 22:00:00","21.9680748"
"2019/01/29 21:55:00","21.9353"
"2019/01/29 21:55:00","21.9352856"
"2019/01/29 21:50:00","21.973"
"2019/01/29 21:50:00","21.9729977"
"2019/01/29 21:45:00","21.9968"
"2019/01/29 21:45:00","21.9968243"
"2019/01/29 21:40:00","22.0037"
"2019/01/29 21:40:00","22.003664"
"2019/01/29 21:35:00","22.0098"
"2019/01/29 21:35:00","22.0098381"
"2019/01/29 21:30:00","21.9792"
"2019/01/29 21:30:00","21.9792442"
"2019/01/29 21:25:00","21.977"
"2019/01/29 21:25:00","21.976965"
"2019/01/29 21:20:00","21.9398"
"2019/01/29 21:20:00","21.9397793"
"2019/01/29 21:15:00","21.9216"
"2019/01/29 21:15:00","21.9216118"
"2019/01/29 21:10:00","21.9118"
"2019/01/29 21:10:00","21.9118023"
"2019/01/29 21:05:00","21.9485"
"2019/01/29 21:05:00","21.9485168"
"2019/01/29 21:00:00","21.9304"
"2019/01/29 21:00:00","21.9304028"
"2019/01/29 20:55:00","21.9691"
"2019/01/29 20:55:00","21.9690571"
"2019/01/29 20:50:00","21.9499"
"2019/01/29 20:50:00","21.9499378"
"2019/01/29 20:45:00","21.9841"
"2019/01/29 20:45:00","21.984129"
"2019/01/29 20:40:00","21.9724"
"2019/01/29 20:40:00","21.9724045"
"2019/01/29 20:35:00","21.9621"
"2019/01/29 20:35:00","21.9621067"
"2019/01/29 20:30:00","21.9331"
"2019/01/29 20:30:00","21.9331379"
"2019/01/29 20:25:00","21.9353"
"2019/01/29 20:25:00","21.9352856"
"2019/01/29 20:20:00","21.9353"
"2019/01/29 20:20:00","21.9352856"
"2019/01/29 20:15:00","21.9109"
"2019/01/29 20:15:00","21.9108677"
"2019/01/29 20:10:00","21.9042"
"2019/01/29 20:10:00","21.9042168"
"2019/01/29 20:05:00","21.8864"
"2019/01/29 20:05:00","21.8864479"
"2019/01/29 20:00:00","21.9081"
"2019/01/29 20:00:00","21.9080925"
"2019/01/29 19:55:00","21.9017"
"2019/01/29 19:55:00","21.901701"
"2019/01/29 19:50:00","21.8832"
"2019/01/29 19:50:00","21.8831635"
"2019/01/29 19:45:00","21.8552"
"2019/01/29 19:45:00","21.8551884"
"2019/01/29 19:40:00","21.8669"
"2019/01/29 19:40:00","21.866909"
"2019/01/29 19:35:00","21.8764"
"2019/01/29 19:35:00","21.8763981"
"2019/01/29 19:30:00","21.8806"
"2019/01/29 19:30:00","21.8805866"
"2019/01/29 19:25:00","21.8845"
"2019/01/29 19:25:00","21.8844852"
"2019/01/29 19:20:00","21.8864"
"2019/01/29 19:20:00","21.8864479"
"2019/01/29 19:15:00","21.8913"
"2019/01/29 19:15:00","21.8913326"
"2019/01/29 19:10:00","21.8376"
"2019/01/29 19:10:00","21.8376064"
"2019/01/29 19:05:00","21.8757"
"2019/01/29 19:05:00","21.8756618"
"2019/01/29 19:00:00","21.8864"
"2019/01/29 19:00:00","21.8864479"
"2019/01/29 18:55:00","21.8864"
"2019/01/29 18:55:00","21.8864479"
"2019/01/29 18:50:00","21.8967"
"2019/01/29 18:50:00","21.8966503"
"2019/01/29 18:45:00","21.9021"
"2019/01/29 18:45:00","21.9021473"
"2019/01/29 18:40:00","21.8708"
"2019/01/29 18:40:00","21.87076"
"2019/01/29 18:35:00","21.8669"
"2019/01/29 18:35:00","21.866909"
"2019/01/29 18:30:00","21.8278"
"2019/01/29 18:30:00","21.8278389"
"2019/01/29 18:25:00","21.8358"
"2019/01/29 18:25:00","21.8358402"
"2019/01/29 18:20:00","21.8083"
"2019/01/29 18:20:00","21.8083038"
"2019/01/29 18:15:00","21.8132"
"2019/01/29 18:15:00","21.8131866"
"2019/01/29 18:10:00","21.8376"
"2019/01/29 18:10:00","21.8376064"
"2019/01/29 18:05:00","21.8132"
"2019/01/29 18:05:00","21.8131866"
"2019/01/29 18:00:00","21.7897"
"2019/01/29 18:00:00","21.7897453"
"2019/01/29 17:55:00","21.8002"
"2019/01/29 17:55:00","21.8001766"
"2019/01/29 17:50:00","21.8132"
"2019/01/29 17:50:00","21.8131866"
"2019/01/29 17:45:00","21.8065"
"2019/01/29 17:45:00","21.8065166"
"2019/01/29 17:40:00","21.7888"
"2019/01/29 17:40:00","21.7887688"
"2019/01/29 17:35:00","21.7888"
"2019/01/29 17:35:00","21.7887688"
"2019/01/29 17:30:00","21.8132"
"2019/01/29 17:30:00","21.8131866"
"2019/01/29 17:25:00","21.8962"
"2019/01/29 17:25:00","21.8962154"
"2019/01/29 17:20:00","21.9109"
"2019/01/29 17:20:00","21.9108677"
"2019/01/29 17:15:00","21.9236"
"2019/01/29 17:15:00","21.9235649"
"2019/01/29 17:10:00","21.9011"
"2019/01/29 17:10:00","21.9010983"
"2019/01/29 17:05:00","21.93"
"2019/01/29 17:05:00","21.9300117"
"2019/01/29 17:00:00","21.9333"
"2019/01/29 17:00:00","21.9332504"
"2019/01/29 16:55:00","21.9109"
"2019/01/29 16:55:00","21.9108677"
"2019/01/29 16:50:00","21.9226"
"2019/01/29 16:50:00","21.9225903"
"2019/01/29 16:45:00","21.9158"
"2019/01/29 16:45:00","21.915781"
"2019/01/29 16:40:00","21.9551"
"2019/01/29 16:40:00","21.9550571"
"2019/01/29 16:35:00","21.9402"
"2019/01/29 16:35:00","21.9401703"
"2019/01/29 16:30:00","21.9171"
"2019/01/29 16:30:00","21.9171314"
"2019/01/29 16:25:00","21.9216"
"2019/01/29 16:25:00","21.9216118"
"2019/01/29 16:20:00","21.9394"
"2019/01/29 16:20:00","21.9393883"
"2019/01/29 16:15:00","21.9744"
"2019/01/29 16:15:00","21.9743595"
"2019/01/29 16:10:00","21.9597"
"2019/01/29 16:10:00","21.9597054"
"2019/01/29 16:05:00","21.9841"
"2019/01/29 16:05:00","21.984129"
"2019/01/29 16:00:00","21.9967"
"2019/01/29 16:00:00","21.9967346"
"2019/01/29 15:55:00","22.0037"
"2019/01/29 15:55:00","22.003664"
"2019/01/29 15:50:00","22.0085"
"2019/01/29 15:50:00","22.0085468"
"2019/01/29 15:45:00","22.0054"
"2019/01/29 15:45:00","22.0053825"
